File name: g15_xrs_1m_20171101_20171130
Metadata Description:
dimensions:
record = UNLIMITED; //(43200 currently)
2017-11-01 01:01:00.000,0, 29,4.4074E-09,0, 29,6.1618E-08
2017-11-01 01:02:00.000,0, 30,4.7968E-09,0, 30,6.4106E-08
2017-11-01 01:03:00.000,0, 29,4.9454E-09,0, 29,6.1256E-08
2017-11-01 01:04:00.000,0, 29,6.7132E-09,0, 29,6.2975E-08
2017-11-01 01:05:00.000,0, 30,3.9796E-09,0, 30,5.8772E-08
2017-11-01 01:06:00.000,0, 29,2.9471E-09,0, 29,5.8904E-08
2017-11-01 01:07:00.000,0, 29,2.7934E-09,0, 29,5.4834E-08
2017-11-01 01:08:00.000,0, 29,2.9087E-09,0, 29,5.3025E-08
2017-11-01 01:09:00.000,0, 30,3.2165E-09,0, 30,5.4574E-08
2017-11-01 01:10:00.000,0, 29,3.4851E-09,0, 29,4.9225E-08
2017-11-01 01:11:00.000,0, 29,2.3499E-09,0, 29,4.8864E-08
2017-11-01 01:12:00.000,0, 30,3.3852E-09,0, 30,4.9328E-08
2017-11-01 01:13:00.000,0, 29,3.4467E-09,0, 29,5.4381E-08
2017-11-01 01:14:00.000,0, 29,3.1154E-09,0, 29,5.7909E-08
2017-11-01 01:15:00.000,0, 30,2.5649E-09,0, 30,5.5012E-08
2017-11-01 01:16:00.000,0, 29,1.6842E-09,0, 29,5.3839E-08
2017-11-01 01:17:00.000,0, 29,1.3291E-09,0, 29,5.3025E-08
2017-11-01 01:18:00.000,0, 29,1.3437E-09,0, 29,5.3839E-08
2017-11-01 01:19:00.000,0, 30,1.2118E-09,0, 30,5.0377E-08
2017-11-01 01:20:00.000,0, 29,1.4298E-09,0, 29,5.3206E-08
2017-11-01 01:21:00.000,0, 29,1.5305E-09,0, 29,5.7638E-08
2017-11-01 01:22:00.000,0, 30,2.3792E-09,0, 30,5.1514E-08
2017-11-01 01:23:00.000,0, 29,2.5628E-09,0, 29,5.4110E-08
2017-11-01 01:24:00.000,0, 29,3.2545E-09,0, 29,5.6552E-08
2017-11-01 01:25:00.000,0, 29,3.7925E-09,0, 29,6.0080E-08
2017-11-01 01:26:00.000,0, 30,3.4966E-09,0, 30,5.4400E-08
2017-11-01 01:27:00.000,0, 29,2.9855E-09,0, 29,5.6914E-08
2017-11-01 01:28:00.000,0, 29,2.8110E-09,0, 29,5.8181E-08
2017-11-01 01:29:00.000,0, 30,4.8340E-09,0, 30,5.5274E-08
2017-11-01 01:30:00.000,0, 29,4.2537E-09,0, 29,5.8904E-08
2017-11-01 01:31:00.000,0, 29,3.4082E-09,0, 29,5.8090E-08
2017-11-01 01:32:00.000,0, 30,3.2737E-09,0, 30,5.6323E-08
2017-11-01 01:33:00.000,0, 29,3.2898E-09,0, 29,5.3839E-08
2017-11-01 01:34:00.000,0, 29,2.7934E-09,0, 29,5.4472E-08
2017-11-01 01:35:00.000,0, 29,3.9078E-09,0, 29,5.7457E-08
2017-11-01 01:36:00.000,0, 30,2.3160E-09,0, 30,5.8072E-08
2017-11-01 01:37:00.000,0, 29,1.9709E-09,0, 29,5.7909E-08
2017-11-01 01:38:00.000,0, 29,2.4444E-09,0, 29,5.8181E-08
2017-11-01 01:39:00.000,0, 30,1.4325E-09,0, 30,5.4837E-08
2017-11-01 01:40:00.000,0, 29,2.1370E-09,0, 29,5.6281E-08
2017-11-01 01:41:00.000,0, 29,2.6957E-09,0, 29,5.5829E-08
2017-11-01 01:42:00.000,0, 30,3.1964E-09,0, 30,5.3875E-08
2017-11-01 01:43:00.000,0, 29,2.0093E-09,0, 29,5.6191E-08
2017-11-01 01:44:00.000,0, 29,2.6450E-09,0, 29,5.4743E-08
2017-11-01 01:45:00.000,0, 29,4.4458E-09,0, 29,5.3477E-08
2017-11-01 01:46:00.000,0, 30,1.6725E-09,0, 30,5.3788E-08
2017-11-01 01:47:00.000,0, 29,1.5950E-09,0, 29,5.2391E-08
2017-11-01 01:48:00.000,0, 29,3.1392E-09,0, 29,5.2663E-08
2017-11-01 01:49:00.000,0, 30,3.4023E-09,0, 30,5.0202E-08
2017-11-01 01:50:00.000,0, 29,3.7925E-09,0, 29,5.0854E-08
2017-11-01 01:51:00.000,0, 29,5.3681E-09,0, 29,4.8502E-08
2017-11-01 01:52:00.000,0, 29,5.7524E-09,0, 29,5.3477E-08
2017-11-01 01:53:00.000,0, 30,4.0910E-09,0, 30,5.2651E-08
2017-11-01 01:54:00.000,0, 29,3.1008E-09,0, 29,5.6010E-08
2017-11-01 01:55:00.000,0, 29,3.0178E-09,0, 29,5.4924E-08
2017-11-01 01:56:00.000,0, 30,1.1806E-09,0, 30,5.7722E-08
2017-11-01 01:57:00.000,0, 29,1.3467E-09,0, 29,5.9085E-08
2017-11-01 01:58:00.000,0, 29,1.0623E-09,0, 29,5.8904E-08
2017-11-01 01:59:00.000,0, 30,1.7267E-09,0, 30,5.7547E-08
2017-11-01 02:00:00.000,0, 29,1.5950E-09,0, 29,5.7638E-08
2017-11-01 02:01:00.000,0, 29,1.7288E-09,0, 29,5.8271E-08
2017-11-01 02:02:00.000,0, 29,2.1723E-09,0, 29,5.7547E-08
2017-11-01 02:03:00.000,0, 30,2.8822E-09,0, 30,5.5973E-08
2017-11-01 02:04:00.000,0, 29,1.7372E-09,0, 29,5.2210E-08
2017-11-01 02:05:00.000,0, 29,4.4843E-09,0, 29,5.2391E-08
2017-11-01 02:06:00.000,0, 30,5.6513E-09,0, 30,5.3175E-08
2017-11-01 02:07:00.000,0, 29,3.7925E-09,0, 29,5.4020E-08
2017-11-01 02:08:00.000,0, 29,3.6004E-09,0, 29,5.4291E-08
2017-11-01 02:09:00.000,0, 30,3.0508E-09,0, 30,5.4924E-08
2017-11-01 02:10:00.000,0, 29,2.9263E-09,0, 29,5.7909E-08
2017-11-01 02:11:00.000,0, 29,2.4060E-09,0, 29,5.9266E-08
2017-11-01 02:12:00.000,0, 29,3.0239E-09,0, 29,5.5648E-08
2017-11-01 02:13:00.000,0, 30,2.9193E-09,0, 30,5.2388E-08
2017-11-01 02:14:00.000,0, 29,4.0231E-09,0, 29,5.2301E-08
2017-11-01 02:15:00.000,0, 29,2.6688E-09,0, 29,5.3115E-08
2017-11-01 02:16:00.000,0, 30,3.1051E-09,0, 30,5.3613E-08
2017-11-01 02:17:00.000,0, 29,4.5227E-09,0, 29,5.6552E-08
2017-11-01 02:18:00.000,0, 29,3.7157E-09,0, 29,5.8723E-08
2017-11-01 02:19:00.000,0, 30,3.7195E-09,0, 30,5.6761E-08
2017-11-01 02:20:00.000,0, 29,2.2699E-09,0, 29,5.6552E-08
2017-11-01 02:21:00.000,0, 29,1.9625E-09,0, 29,5.7367E-08
2017-11-01 02:22:00.000,0, 29,1.5543E-09,0, 29,5.5648E-08
2017-11-01 02:23:00.000,0, 30,1.5901E-09,0, 30,5.7547E-08
2017-11-01 02:24:00.000,0, 29,1.4329E-09,0, 29,5.4924E-08
2017-11-01 02:25:00.000,0, 29,2.5712E-09,0, 29,5.7095E-08
2017-11-01 02:26:00.000,0, 30,2.2105E-09,0, 30,5.6323E-08
2017-11-01 02:27:00.000,0, 29,4.7917E-09,0, 29,5.7367E-08
2017-11-01 02:28:00.000,0, 29,3.5381E-09,0, 29,5.3206E-08
2017-11-01 02:29:00.000,0, 29,1.7050E-09,0, 29,5.4924E-08
2017-11-01 02:30:00.000,0, 30,1.0201E-09,0, 30,5.8422E-08
2017-11-01 02:31:00.000,0, 29,1.2990E-09,0, 29,5.5196E-08
2017-11-01 02:32:00.000,0, 29,1.0830E-09,0, 29,5.3839E-08
2017-11-01 02:33:00.000,0, 30,1.3382E-09,0, 30,5.4312E-08
2017-11-01 02:34:00.000,0, 29,1.4828E-09,0, 29,5.6552E-08
2017-11-01 02:35:00.000,0, 29,1.5128E-09,0, 29,5.4743E-08
2017-11-01 02:36:00.000,0, 30,2.3190E-09,0, 30,5.4924E-08
2017-11-01 02:37:00.000,0, 29,2.5628E-09,0, 29,5.7367E-08
2017-11-01 02:38:00.000,0, 29,2.6781E-09,0, 29,5.9718E-08
2017-11-01 02:39:00.000,0, 29,2.5420E-09,0, 29,5.3748E-08
2017-11-01 02:40:00.000,0, 30,2.7537E-09,0, 30,5.2913E-08
2017-11-01 02:41:00.000,0, 29,2.4859E-09,0, 29,5.1668E-08
2017-11-01 02:42:00.000,0, 29,2.2169E-09,0, 29,5.7819E-08
2017-11-01 02:43:00.000,0, 30,2.3822E-09,0, 30,5.9908E-08
2017-11-01 02:44:00.000,0, 29,1.7403E-09,0, 29,6.2161E-08
2017-11-01 02:45:00.000,0, 29,1.1630E-09,0, 29,6.2342E-08
2017-11-01 02:46:00.000,0, 30,1.2809E-09,0, 30,6.1307E-08
2017-11-01 02:47:00.000,0, 29,1.2253E-09,0, 29,5.7819E-08
2017-11-01 02:48:00.000,0, 29,1.5389E-09,0, 29,5.8542E-08
2017-11-01 02:49:00.000,0, 29,2.7726E-09,0, 29,5.8995E-08
2017-11-01 02:50:00.000,0, 30,2.9765E-09,0, 30,5.0202E-08
2017-11-01 02:51:00.000,0, 29,3.7333E-09,0, 29,4.8502E-08
2017-11-01 02:52:00.000,0, 29,2.7549E-09,0, 29,5.1758E-08
2017-11-01 02:53:00.000,0, 30,1.9044E-09,0, 30,5.4400E-08
2017-11-01 02:54:00.000,0, 29,2.6573E-09,0, 29,5.7095E-08
2017-11-01 02:55:00.000,0, 29,3.4082E-09,0, 29,5.9176E-08
2017-11-01 02:56:00.000,0, 29,3.3283E-09,0, 29,5.8271E-08
2017-11-01 02:57:00.000,0, 30,2.9765E-09,0, 30,6.0083E-08
2017-11-01 02:58:00.000,0, 29,2.8879E-09,0, 29,5.8995E-08
2017-11-01 02:59:00.000,0, 29,2.1370E-09,0, 29,5.4381E-08
2017-11-01 03:00:00.000,0, 30,2.7165E-09,0, 30,5.6411E-08
2017-11-01 03:01:00.000,0, 29,3.9847E-09,0, 29,6.0533E-08
2017-11-01 03:02:00.000,0, 29,3.1392E-09,0, 29,5.6010E-08
2017-11-01 03:03:00.000,0, 30,2.1763E-09,0, 30,5.2913E-08
2017-11-01 03:04:00.000,0, 29,2.8879E-09,0, 29,5.4834E-08
2017-11-01 03:05:00.000,0, 29,1.3706E-09,0, 29,5.6552E-08
2017-11-01 03:06:00.000,0, 29,1.1453E-09,0, 29,5.6462E-08
2017-11-01 03:07:00.000,0, 30,1.2207E-09,0, 30,5.8422E-08
2017-11-01 03:08:00.000,0, 29,1.4589E-09,0, 29,5.7457E-08
2017-11-01 03:09:00.000,0, 29,1.6811E-09,0, 29,5.5648E-08
2017-11-01 03:10:00.000,0, 30,1.0201E-09,0, 30,5.6411E-08
2017-11-01 03:11:00.000,0, 29,2.5535E-09,0, 29,5.7095E-08
2017-11-01 03:12:00.000,0, 29,2.1162E-09,0, 29,5.6462E-08
2017-11-01 03:13:00.000,0, 30,2.3450E-09,0, 30,5.9996E-08
2017-11-01 03:14:00.000,0, 29,3.1008E-09,0, 29,5.6733E-08
2017-11-01 03:15:00.000,0, 29,3.2545E-09,0, 29,5.5376E-08
2017-11-01 03:16:00.000,0, 29,2.0362E-09,0, 29,5.4743E-08
2017-11-01 03:17:00.000,0, 30,1.3582E-09,0, 30,5.8859E-08
2017-11-01 03:18:00.000,0, 29,1.6343E-09,0, 29,5.7095E-08
2017-11-01 03:19:00.000,0, 29,2.0716E-09,0, 29,5.7095E-08
2017-11-01 03:20:00.000,0, 30,1.0000E-09,0, 30,5.7023E-08
2017-11-01 03:21:00.000,0, 29,1.6480E-09,0, 29,5.3929E-08
2017-11-01 03:22:00.000,0, 29,1.6104E-09,0, 29,4.9497E-08
2017-11-01 03:23:00.000,0, 30,2.1563E-09,0, 30,5.4050E-08
2017-11-01 03:24:00.000,0, 29,3.0239E-09,0, 29,5.5015E-08
2017-11-01 03:25:00.000,0, 29,2.7934E-09,0, 29,5.7005E-08
2017-11-01 03:26:00.000,0, 29,2.6189E-09,0, 29,6.2884E-08
2017-11-01 03:27:00.000,0, 30,4.3510E-09,0, 30,6.2182E-08
2017-11-01 03:28:00.000,0, 29,3.9078E-09,0, 29,6.1347E-08
2017-11-01 03:29:00.000,0, 29,3.5796E-09,0, 29,5.8542E-08
2017-11-01 03:30:00.000,0, 30,1.3211E-09,0, 30,5.8772E-08
2017-11-01 03:31:00.000,0, 29,1.6811E-09,0, 29,5.7457E-08
2017-11-01 03:32:00.000,0, 29,1.0830E-09,0, 29,5.6100E-08
2017-11-01 03:33:00.000,0, 29,2.1515E-09,0, 29,6.1528E-08
2017-11-01 03:34:00.000,0, 30,1.9675E-09,0, 30,5.8334E-08
2017-11-01 03:35:00.000,0, 29,1.6012E-09,0, 29,5.5738E-08
2017-11-01 03:36:00.000,0, 29,2.3499E-09,0, 29,5.6914E-08
2017-11-01 03:37:00.000,0, 30,2.7165E-09,0, 30,5.8859E-08
2017-11-01 03:38:00.000,0, 29,3.1777E-09,0, 29,5.6010E-08
2017-11-01 03:39:00.000,0, 29,3.0624E-09,0, 29,5.6191E-08
2017-11-01 03:40:00.000,0, 30,2.5478E-09,0, 30,5.7198E-08
2017-11-01 03:41:00.000,0, 29,2.3468E-09,0, 29,5.8723E-08
2017-11-01 03:42:00.000,0, 29,1.1453E-09,0, 29,6.1889E-08
2017-11-01 03:43:00.000,0, 29,1.3913E-09,0, 29,5.4472E-08
2017-11-01 03:44:00.000,0, 30,1.3954E-09,0, 30,5.0902E-08
2017-11-01 03:45:00.000,0, 29,1.7050E-09,0, 29,5.4201E-08
2017-11-01 03:46:00.000,0, 29,2.5681E-09,0, 29,5.7909E-08
2017-11-01 03:47:00.000,0, 30,3.1994E-09,0, 30,5.7897E-08
2017-11-01 03:48:00.000,0, 29,2.0601E-09,0, 29,5.7095E-08
2017-11-01 03:49:00.000,0, 29,2.3706E-09,0, 29,5.6010E-08
2017-11-01 03:50:00.000,0, 30,2.5679E-09,0, 30,5.6586E-08
2017-11-01 03:51:00.000,0, 29,3.2722E-09,0, 29,5.5286E-08
2017-11-01 03:52:00.000,0, 29,2.7549E-09,0, 29,5.4381E-08
2017-11-01 03:53:00.000,0, 29,2.5420E-09,0, 29,5.4472E-08
2017-11-01 03:54:00.000,0, 30,2.7165E-09,0, 30,5.7460E-08
2017-11-01 03:55:00.000,0, 29,2.1785E-09,0, 29,5.4291E-08
2017-11-01 03:56:00.000,0, 29,2.2907E-09,0, 29,5.4834E-08
2017-11-01 03:57:00.000,0, 30,1.3984E-09,0, 30,5.4749E-08
2017-11-01 03:58:00.000,0, 29,1.2875E-09,0, 29,5.5829E-08
2017-11-01 03:59:00.000,0, 29,3.5620E-09,0, 29,5.8723E-08
2017-11-01 04:00:00.000,0, 30,2.2506E-09,0, 30,5.5099E-08
2017-11-01 04:01:00.000,0, 29,2.4859E-09,0, 29,5.5015E-08
2017-11-01 04:02:00.000,0, 29,2.7165E-09,0, 29,5.6824E-08
2017-11-01 04:03:00.000,0, 29,2.4475E-09,0, 29,5.4291E-08
2017-11-01 04:04:00.000,0, 30,2.3822E-09,0, 30,5.4837E-08
2017-11-01 04:05:00.000,0, 29,3.1008E-09,0, 29,5.5376E-08
2017-11-01 04:06:00.000,0, 29,3.2337E-09,0, 29,6.2523E-08
2017-11-01 04:07:00.000,0, 30,3.6081E-09,0, 30,6.2094E-08
2017-11-01 04:08:00.000,0, 29,4.2329E-09,0, 29,6.1166E-08
2017-11-01 04:09:00.000,0, 29,3.2161E-09,0, 29,5.8995E-08
2017-11-01 04:10:00.000,0, 29,1.6573E-09,0, 29,5.6643E-08
2017-11-01 04:11:00.000,0, 30,2.9565E-09,0, 30,5.7110E-08
2017-11-01 04:12:00.000,0, 29,3.4467E-09,0, 29,5.7547E-08
2017-11-01 04:13:00.000,0, 29,3.2545E-09,0, 29,5.7909E-08
2017-11-01 04:14:00.000,0, 30,2.9022E-09,0, 30,5.6236E-08
2017-11-01 04:15:00.000,0, 29,2.8702E-09,0, 29,5.4472E-08
2017-11-01 04:16:00.000,0, 29,2.7934E-09,0, 29,5.6824E-08
2017-11-01 04:17:00.000,0, 30,2.2878E-09,0, 30,5.9646E-08
2017-11-01 04:18:00.000,0, 29,2.0508E-09,0, 29,5.9176E-08
2017-11-01 04:19:00.000,0, 29,1.1661E-09,0, 29,5.6010E-08
2017-11-01 04:20:00.000,0, 29,1.1038E-09,0, 29,5.4291E-08
2017-11-01 04:21:00.000,0, 30,1.0803E-09,0, 30,5.4924E-08
